date,log_return,overnight_return,momentum_5d,momentum_20d,volatility_20d,volume_change,volume_20d_avg,spy_return,soxx_return,ief_return,trends_zscore_30d,trends_momentum_7d,trends_spike,target_direction,target_next_return
2021-04-05,0.0115109184661402,0.0028943560057886,0.016856785092887,0.0057552111723178,0.0333902437982385,-0.2237310889657665,272744.2,0.0143027783689268,0.0196568185288014,-0.0028268570061528,0.20484695369041,0.0571428571428569,0,0,-0.008620743043907
2021-04-06,-0.008620743043907,0.0,0.013582241123242,0.0089863760808453,0.0280415451990396,-0.1159423256004339,251664.4,-0.0005662305201816,-0.0120455007782326,0.0048537358670582,0.1032768797402152,0.0285714285714282,0,1,0.0200006667066696
2021-04-07,0.0200006667066696,0.0021645021645022,0.0188217277720782,0.0060840147398237,0.0230828989613969,0.1361658043083191,237592.7,0.0012797166682235,0.0001353912810081,-0.0007045354760821,0.0228959102082903,-0.0285714285714286,0,1,0.0126495010640727
2021-04-08,0.0126495010640727,0.0084865629420084,0.0140281553372481,0.0069566824086596,0.0229792964590395,0.3840475984290072,238203.3,0.0047599275286839,0.0097003118323223,0.0035177241445724,0.2696411853814302,-0.142857142857143,0,1,0.0055710450494554
2021-04-09,0.0055710450494554,-0.0062849162011173,0.0082222776484862,0.0051524187949723,0.0214790733324951,-0.3994942970397606,230996.7,0.0070733727437303,-0.0013416517743374,-0.0024611069819029,0.5004367591434244,0.5833333333333335,0,1,0.0547248996892466
2021-04-12,0.0547248996892466,-0.0076388888888889,0.0168650738931074,0.0083915693730864,0.023821584554093,3.361300089483813,254873.35,0.0003159135395225,-0.0107306580526483,-0.0007042873783502,2.785915193615062,0.8918918918918921,1,1,0.0304329086510603
2021-04-13,0.0304329086510603,0.0013149243918474,0.0246758042321009,0.0086084592664968,0.0240102547794308,-0.5046846388534826,260628.0,0.0029356483750463,-0.0019016577314614,0.0038674566971196,3.2330333391001,1.4722222222222228,1,0,-0.0258412311838873
2021-04-14,-0.0258412311838873,-0.0038265306122449,0.0155074246539895,0.006976645550661,0.0252186133544254,-0.158861932093844,260084.45,-0.0037377777067116,-0.0116240625079727,-0.0010532784261734,1.249867429486473,0.6470588235294119,0,1,0.0547558791034283
2021-04-15,0.0547558791034283,0.0255235602094241,0.0239287002618606,0.0094892138997772,0.0273708204710368,0.2863946840267821,265614.85,0.0107868605840739,0.0169801890792585,0.006215822157918,1.700958069646849,0.8333333333333333,0,0,-0.0143528204921072
2021-04-16,-0.0143528204921072,-0.0055762081784386,0.0199439271535481,0.0111886142218859,0.0244953746481119,-0.433137286264556,261792.9,0.0038415413389152,-0.005152204468822,-0.0025341910709251,0.910148434298314,0.3684210526315787,0,0,-0.0351811146301694
2021-04-19,-0.0351811146301694,-0.0232558139534884,0.0019627242896649,0.0088822504455026,0.0266005054331624,0.5002012165506395,267447.9,-0.0047560801622538,-0.0252602990115671,-0.0009629273733934,0.6954210554633943,-0.3142857142857143,0,0,-0.0124469343590851
2021-04-20,-0.0124469343590851,-0.0026041666666666,-0.0066132443123641,0.0069930413315608,0.0267118501770292,-0.1513192176886479,270849.95,-0.0075648993411028,-0.0160914128021802,0.0029733296938011,0.4894307762726017,-0.4943820224719101,0,1,0.0124469343590852
2021-04-21,0.0124469343590852,-0.004614370468029,0.0010443887962303,0.0080723600041697,0.0264606214931627,-0.2965721448164362,269387.55,0.0093691072422031,0.0269757796760506,0.0004365096756202,0.2670083154887961,-0.2678571428571428,0,0,-0.0344404899802916
2021-04-22,-0.0344404899802916,0.0013020833333334,-0.0167948850205136,0.0080229924510261,0.0265429660781518,0.3045425199493841,270338.85,-0.0090052635939314,-0.0230873375748874,0.0005235602213838,0.0541448238435561,-0.4393939393939393,0,1,0.0279087881170766
2021-04-23,0.0279087881170766,0.0067385444743935,-0.0083425632986768,0.0098554628474167,0.0265897874483585,-0.1926921873948348,267778.45,0.0105902783349855,0.0203254770883693,-0.00104739470167,0.1642977182246157,-0.25,0,1,0.0136676387286638
2021-04-26,0.0136676387286638,-0.0052424639580602,0.0014271873730897,0.0092779426621873,0.0263630247211988,-0.2573549965916168,259723.9,0.0020136648300112,0.0162538296930958,-0.0009610764795504,0.0354317831249182,-0.2500000000000001,0,0,-0.0058347005074768
2021-04-27,-0.0058347005074768,0.0071105365223011,0.0027496341434114,0.0085986087965975,0.0265785884325945,-0.0376670716889429,257156.7,-0.0005030361932814,-0.0073740604527151,-0.0037658230780536,0.2554717537634047,-0.0888888888888888,0,0,-0.0071778448469568
