observations,auc,accuracy,balanced_accuracy,precision,recall,f1,brier,trade_rate,mean_strategy_return,strategy_sharpe,max_drawdown,accuracy_binom_pvalue_vs_0p50,strategy_mean_ttest_pvalue_gt_0,strategy_mean_permutation_pvalue,confusion_matrix_tn_fp_fn_tp,fold,feature_set,model,feature_count,val_auc,val_accuracy,threshold,youden_j
63,0.5111111111111112,0.5079365079365079,0.4954545454545455,0.4666666666666667,0.23333333333333334,0.3111111111111111,0.25661458054804753,0.23809523809523808,0.0003658039866262365,0.5011802618079624,-0.09409821995414713,0.5,0.40224847618556026,,"[[25, 8], [23, 7]]",3,all_features,random_forest,16,0.44808467741935487,0.5,0.5760047051371945,0.012600806451612767
63,0.5262626262626263,0.5079365079365079,0.5121212121212121,0.4864864864864865,0.6,0.5373134328358209,,0.5873015873015873,0.0018992555302304063,1.8660314731090921,-0.09375127954192608,0.5,0.1791262257473913,,"[[14, 19], [12, 18]]",3,all_features,svm_linear,16,0.484375,0.5238095238095238,0.6363645913466843,0.052419354838709076
63,0.5,0.49206349206349204,0.5,0.0,0.0,0.0,0.5079365079365079,0.0,0.0,,0.0,0.5993467537479669,,,"[[31, 0], [32, 0]]",4,all_features,majority_class,16,0.5,0.5396825396825397,,
63,0.5534274193548387,0.5396825396825397,0.5423387096774194,0.5714285714285714,0.375,0.4528301886792453,0.2518257191259249,0.3333333333333333,0.0013061206485633224,1.2337095609413493,-0.12187925706514868,0.3073275078827309,0.2714077125094091,,"[[22, 9], [20, 12]]",4,all_features,logistic_regression,16,0.5299188640973631,0.5634920634920635,0.581496448688162,0.12778904665314061
63,0.5090725806451613,0.5079365079365079,0.5080645161290323,0.5161290322580645,0.5,0.5079365079365079,0.24987828850934488,0.49206349206349204,0.000888744765976754,0.6984361419427441,-0.10553297905377634,0.5,0.36509425218354313,,"[[16, 15], [16, 16]]",4,all_features,random_forest,16,0.5806288032454361,0.5714285714285714,0.5324383086108933,0.175456389452328
63,0.5493951612903225,0.5396825396825397,0.5403225806451613,0.5517241379310345,0.5,0.5245901639344263,,0.4603174603174603,0.0019169890032828855,1.6184029287745056,-0.13198947891278645,0.3073275078827309,0.2125919093081854,,"[[18, 13], [16, 16]]",4,all_features,svm_linear,16,0.5524847870182557,0.5555555555555556,0.6270135988396426,0.1359026369168318
63,0.5,0.5555555555555556,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,,0.0,0.22498126814511127,,,"[[35, 0], [28, 0]]",5,all_features,majority_class,16,0.5,0.5079365079365079,,
63,0.3806122448979592,0.3968253968253968,0.4285714285714286,0.4,0.7142857142857143,0.5128205128205128,0.26478357116229884,0.7936507936507936,-0.0030425622849320267,-2.371874974450725,-0.26849172058877535,0.9615370831951954,0.878051290229183,,"[[5, 30], [8, 20]]",5,all_features,logistic_regression,16,0.517641129032258,0.5555555555555556,0.5033723468892866,0.11895161290322342
63,0.4122448979591837,0.4603174603174603,0.5142857142857142,0.45161290322580644,1.0,0.6222222222222222,0.25915352222962235,0.9841269841269841,-0.0018915166150173823,-1.3347429710447491,-0.23474273784979183,0.7750187318548887,0.7448048973715709,,"[[1, 34], [0, 28]]",5,all_features,random_forest,16,0.5133568548387097,0.5317460317460317,0.44190198583605134,0.07762096774193372
63,0.3653061224489796,0.42857142857142855,0.45357142857142857,0.41304347826086957,0.6785714285714286,0.5135135135135135,,0.7301587301587301,-0.002422564066610993,-1.919169897632944,-0.24865533783696092,0.8963160500715729,0.8275877403472818,,"[[8, 27], [9, 19]]",5,all_features,svm_linear,16,0.5441028225806451,0.5555555555555556,0.4293172051712886,0.11743951612903003
63,0.5,0.5079365079365079,0.5,0.0,0.0,0.0,0.49206349206349204,0.0,0.0,,0.0,0.5,,,"[[32, 0], [31, 0]]",6,all_features,majority_class,16,0.5,0.5238095238095238,,
63,0.5483870967741935,0.5079365079365079,0.5126008064516129,0.5,0.8064516129032258,0.6172839506172839,0.24906790518855454,0.7936507936507936,-0.0017656475227635364,-0.7262392382942462,-0.32912027779233377,0.5,0.6400488585137792,,"[[7, 25], [6, 25]]",6,all_features,logistic_regression,16,0.46616161616161617,0.5,0.45181361853021973,0.042424242424240255
63,0.6028225806451613,0.5079365079365079,0.514616935483871,0.5,0.9354838709677419,0.651685393258427,0.24409864273413817,0.9206349206349206,-0.003084478923973764,-1.185524769962724,-0.3213955934600501,0.5,0.720679005162653,,"[[3, 29], [2, 29]]",6,all_features,random_forest,16,0.45707070707070707,0.5,0.43158893034443735,0.042424242424240255
63,0.5463709677419355,0.5238095238095238,0.5252016129032258,0.5135135135135135,0.6129032258064516,0.5588235294117647,,0.5873015873015873,-0.002299396414062256,-1.5966112555901353,-0.20589349993656803,0.40065324625203314,0.7842936695685734,,"[[14, 18], [12, 19]]",6,all_features,svm_linear,16,0.4636363636363636,0.5158730158730159,0.0622753118111313,0.06969696969696704
63,0.5,0.3968253968253968,0.5,0.0,0.0,0.0,0.6031746031746031,0.0,0.0,,0.0,0.9615370831951954,,,"[[25, 0], [38, 0]]",7,all_features,majority_class,16,0.5,0.5317460317460317,,
63,0.5463157894736842,0.5714285714285714,0.5489473684210526,0.6410256410256411,0.6578947368421053,0.6493506493506493,0.26121606974548633,0.6190476190476191,0.007906368345126239,5.798774878590502,-0.0558886111313841,0.15675152664822642,0.002754937746796575,,"[[11, 14], [13, 25]]",7,all_features,logistic_regression,16,0.45408550467998987,0.5079365079365079,0.46013484464595666,0.0604604098153273
